FeatureName,Year,Value,Energy Type,Energy Consuming Sector
Glasgow City,2017,1835.789,Electricity,Industrial & Commercial
Glasgow City,2017,3.278,Manufactured Fuels,All
East Lothian,2017,0,Coal,Agriculture
West Lothian,2017,284.166,Electricity,Domestic
Glasgow City,2017,977.448,Electricity,Domestic
Glasgow City,2017,700.931,Gas,Commercial
West Dunbartonshire,2017,716.895,Gas,All
Renfrewshire,2017,484.335,Electricity,Industrial & Commercial
North Lanarkshire,2017,2009.62,Gas,Domestic
North Lanarkshire,2017,0.083,Coal,Public Sector
North Lanarkshire,2017,1336.869,Electricity,All
East Lothian,2017,49.188,Petroleum Products,Industrial
Glasgow City,2017,13.664,Petroleum Products,Domestic
West Lothian,2017,4439.646,All,All
West Dunbartonshire,2017,194.242,Electricity,Industrial & Commercial
Glasgow City,2017,0,Coal,Agriculture
North Lanarkshire,2017,0,Coal,Agriculture
Glasgow City,2017,2813.237,Electricity,All
Glasgow City,2017,82.517,Bioenergy & Wastes,Road Transport
Glasgow City,2017,90.114,Bioenergy & Wastes,All
Fife,2017,2309.869,Petroleum Products,Road Transport
Fife,2017,0,Coal,Rail
Fife,2017,344.155,Electricity,Commercial
Fife,2017,7.556,Coal,Domestic
Fife,2017,12.375,Manufactured Fuels,Domestic
Angus,2017,520.237,Electricity,All
North Lanarkshire,2017,0.981,Petroleum Products,Public Sector
Clackmannanshire,2017,0,Coal,Industrial
Angus,2017,836.57,All,Industrial & Commercial
North Lanarkshire,2017,2056.8,All,Industrial & Commercial
Fife,2017,2457.4,All,Transport
Angus,2017,55.031,Bioenergy & Wastes,All
Fife,2017,8372.587,Petroleum Products,All
Shetland Islands,2017,191.785,Electricity,All
Na h-Eileanan Siar,2017,0,Coal,Rail
Na h-Eileanan Siar,2017,17.833,Gas,Domestic
Aberdeenshire,2017,23.382,Manufactured Fuels,All
Na h-Eileanan Siar,2017,36.873,Petroleum Products,Agriculture
Argyll and Bute,2017,133.177,Petroleum Products,Industrial
Midlothian,2017,660.863,Petroleum Products,All
Midlothian,2017,133.515,Electricity,Industrial
Midlothian,2017,10.02,Bioenergy & Wastes,Domestic
Shetland Islands,2017,4.933,Coal,Industrial
North Ayrshire,2017,684.227,Electricity,All
Argyll and Bute,2017,236.187,Electricity,Industrial & Commercial
Na h-Eileanan Siar,2017,0,Petroleum Products,Rail
Argyll and Bute,2017,753.089,All,Domestic
South Lanarkshire,2017,2671.21,All,Transport
Aberdeenshire,2017,65.058,Bioenergy & Wastes,Road Transport
Na h-Eileanan Siar,2017,3.337,Gas,Industrial
Scottish Borders,2017,574.464,Electricity,All
Angus,2017,5.449,Manufactured Fuels,Domestic
East Ayrshire,2017,83.447,Petroleum Products,Industrial
Angus,2017,0,Coal,Agriculture
Perth and Kinross,2017,396.741,Electricity,Industrial & Commercial
West Dunbartonshire,2017,0,Bioenergy & Wastes,Industrial
West Dunbartonshire,2017,37.725,Petroleum Products,Industrial
Fife,2017,85.93,Petroleum Products,Rail
East Ayrshire,2017,0.146,Coal,Commercial
Clackmannanshire,2017,1750.337,All,All
Fife,2017,13.598,Coal,All
North Lanarkshire,2017,0.476,Bioenergy & Wastes,Commercial
Fife,2017,4.803,Coal,Industrial
Angus,2017,5.449,Manufactured Fuels,All
Perth and Kinross,2017,1030.516,All,Industrial & Commercial
North Lanarkshire,2017,2781.782,Petroleum Products,Road Transport
Perth and Kinross,2017,55.71,Bioenergy & Wastes,Road Transport
West Dunbartonshire,2017,150.3,Gas,Industrial
Perth and Kinross,2017,703.844,Gas,Domestic
Fife,2017,622.178,Electricity,Domestic
Fife,2017,0.982,Coal,Public Sector
West Dunbartonshire,2017,0,Coal,Industrial
Angus,2017,0,Manufactured Fuels,Industrial
Fife,2017,0,Coal,Agriculture
Perth and Kinross,2017,251.445,Electricity,Industrial
Fife,2017,13646.177,All,All
East Ayrshire,2017,190.415,Electricity,Domestic
Perth and Kinross,2017,745.256,Electricity,All
Perth and Kinross,2017,233.341,Gas,Industrial
Perth and Kinross,2017,145.296,Electricity,Commercial
South Lanarkshire,2017,65.799,Bioenergy & Wastes,Road Transport
Aberdeenshire,2017,29.405,Coal,Industrial
Midlothian,2017,1.866,Coal,Domestic
Argyll and Bute,2017,747.154,All,Industrial & Commercial
Argyll and Bute,2017,86.497,Electricity,Commercial
Aberdeenshire,2017,13.682,Coal,Domestic
Aberdeenshire,2017,1064.377,Gas,Domestic
Falkirk,2017,0.063,Coal,Public Sector
North Ayrshire,2017,0.108,Coal,Commercial
Midlothian,2017,2.032,Petroleum Products,Commercial
Argyll and Bute,2017,149.69,Electricity,Industrial
Na h-Eileanan Siar,2017,3.048,Manufactured Fuels,Domestic
Argyll and Bute,2017,27.736,Coal,Industrial
North Ayrshire,2017,16.757,Bioenergy & Wastes,Road Transport
Argyll and Bute,2017,275.387,Electricity,Domestic
Na h-Eileanan Siar,2017,68.921,Electricity,Industrial & Commercial
Midlothian,2017,556.053,Petroleum Products,Road Transport
Na h-Eileanan Siar,2017,43.68,Electricity,Industrial
Na h-Eileanan Siar,2017,0.745,Petroleum Products,Commercial
Aberdeenshire,2017,0,Coal,Agriculture
Scottish Borders,2017,31.493,Petroleum Products,Rail
Falkirk,2017,1383.693,Petroleum Products,Road Transport
Shetland Islands,2017,171.625,All,Transport
Falkirk,2017,138.717,Gas,Commercial
North Ayrshire,2017,0,Coal,Rail
Aberdeenshire,2017,369.221,Petroleum Products,Agriculture
Falkirk,2017,705.867,Electricity,All
Falkirk,2017,933.531,Gas,Domestic
Moray,2017,8.303,Petroleum Products,Rail
Moray,2017,308.483,Electricity,Industrial & Commercial
Aberdeenshire,2017,6.07,Manufactured Fuels,Industrial
South Lanarkshire,2017,191.77,Gas,Commercial
South Lanarkshire,2017,15.005,Bioenergy & Wastes,Industrial
South Lanarkshire,2017,7.236,Manufactured Fuels,Domestic
South Lanarkshire,2017,264.495,Petroleum Products,Industrial
North Ayrshire,2017,3.561,Manufactured Fuels,All
Midlothian,2017,0,Coal,Agriculture
South Lanarkshire,2017,23.163,Bioenergy & Wastes,Domestic
Falkirk,2017,271.741,Electricity,Domestic
Aberdeenshire,2017,1778.229,All,Industrial & Commercial
South Lanarkshire,2017,0,Coal,Agriculture
Na h-Eileanan Siar,2017,1.538,Gas,Commercial
Midlothian,2017,210.666,Electricity,Industrial & Commercial
Argyll and Bute,2017,5.378,Coal,Domestic
Moray,2017,4.673,Coal,Domestic
Midlothian,2017,3.172,Manufactured Fuels,Domestic
South Ayrshire,2017,481.05,Electricity,All
Moray,2017,0,Coal,Agriculture
Falkirk,2017,15361.52,All,Industrial & Commercial
Midlothian,2017,0.335,Petroleum Products,Public Sector
Aberdeenshire,2017,1248.935,Electricity,All
Aberdeenshire,2017,237.582,Gas,Industrial
Aberdeenshire,2017,14.664,Bioenergy & Wastes,Industrial
Na h-Eileanan Siar,2017,44.917,Petroleum Products,Industrial
Aberdeenshire,2017,47.562,Bioenergy & Wastes,Domestic
Falkirk,2017,2.636,Coal,All
Na h-Eileanan Siar,2017,7.924,Bioenergy & Wastes,Domestic
Argyll and Bute,2017,2278.126,All,All
Midlothian,2017,43.383,Bioenergy & Wastes,All
Shetland Islands,2017,0,Coal,Rail
Midlothian,2017,0,Manufactured Fuels,Industrial
South Ayrshire,2017,1282.925,Gas,All
Midlothian,2017,140.038,Electricity,Domestic
Na h-Eileanan Siar,2017,9.916,Coal,Industrial
Argyll and Bute,2017,753.086,Petroleum Products,Road Transport
Argyll and Bute,2017,5.116,Petroleum Products,Rail
Na h-Eileanan Siar,2017,30.812,Bioenergy & Wastes,All
Scottish Borders,2017,1062.391,All,Transport
Argyll and Bute,2017,6.56,Manufactured Fuels,Domestic
Scottish Borders,2017,0.356,Coal,Public Sector
Argyll and Bute,2017,78.88,Bioenergy & Wastes,All
Scottish Borders,2017,202.545,Electricity,Industrial
South Ayrshire,2017,21.737,Bioenergy & Wastes,Road Transport
Argyll and Bute,2017,511.574,Electricity,All
East Ayrshire,2017,17.862,Bioenergy & Wastes,Domestic
Perth and Kinross,2017,4.092,Bioenergy & Wastes,Industrial
Perth and Kinross,2017,85.854,Bioenergy & Wastes,All
Angus,2017,0.163,Petroleum Products,Public Sector
East Ayrshire,2017,58.813,Coal,All
East Ayrshire,2017,1065.842,Gas,All
North Lanarkshire,2017,19.764,Petroleum Products,Rail
Perth and Kinross,2017,2.836,Bioenergy & Wastes,Commercial
East Ayrshire,2017,98.831,Gas,Commercial
Perth and Kinross,2017,0,Coal,Agriculture
East Ayrshire,2017,244.832,Electricity,Industrial & Commercial
East Ayrshire,2017,155.169,Electricity,Industrial
East Ayrshire,2017,1023.71,All,Industrial & Commercial
East Ayrshire,2017,267.85,Bioenergy & Wastes,All
Angus,2017,0.165,Coal,Commercial
Angus,2017,3.715,Coal,Domestic
Perth and Kinross,2017,8.352,Manufactured Fuels,Domestic
West Lothian,2017,1510.3,All,Industrial & Commercial
Angus,2017,0.02,Coal,Rail
Perth and Kinross,2017,348.516,Electricity,Domestic
West Lothian,2017,4.091,Manufactured Fuels,Domestic
East Lothian,2017,32.753,Petroleum Products,Rail
West Lothian,2017,29.877,Petroleum Products,Agriculture
East Lothian,2017,55.26,Bioenergy & Wastes,Commercial
North Lanarkshire,2017,2621.516,All,Domestic
Angus,2017,967.587,All,Domestic
Perth and Kinross,2017,13.014,Coal,Industrial
Angus,2017,241.157,Electricity,Domestic
Dumfries and Galloway,2017,543.716,Electricity,Industrial & Commercial
East Dunbartonshire,2017,0,Bioenergy & Wastes,Commercial
East Dunbartonshire,2017,0.052,Manufactured Fuels,Industrial
East Dunbartonshire,2017,0,Coal,Rail
Dumfries and Galloway,2017,146.73,Bioenergy & Wastes,All
Dundee City,2017,464.817,Gas,Industrial
East Ayrshire,2017,0,Manufactured Fuels,Industrial
Dundee City,2017,0.751,Manufactured Fuels,All
Dundee City,2017,0,Coal,Rail
East Dunbartonshire,2017,373.628,All,Industrial & Commercial
Dundee City,2017,0.001,Bioenergy & Wastes,Commercial
Dundee City,2017,1445.633,Gas,All
Dumfries and Galloway,2017,199.122,Electricity,Commercial
East Ayrshire,2017,2946.32,All,All
Dundee City,2017,712.959,Petroleum Products,Road Transport
Dundee City,2017,1061.126,All,Domestic
Dundee City,2017,0.171,Coal,All
Dumfries and Galloway,2017,184.77,Gas,Commercial
East Ayrshire,2017,1.174,Petroleum Products,Commercial
West Dunbartonshire,2017,71.136,Electricity,Commercial
Angus,2017,919.08,Gas,All
Perth and Kinross,2017,0.737,Coal,Public Sector
Perth and Kinross,2017,0.488,Coal,Commercial
West Dunbartonshire,2017,336.922,Electricity,All
Perth and Kinross,2017,69.236,Petroleum Products,Rail
East Lothian,2017,144.59,Gas,Industrial
Perth and Kinross,2017,6.469,Coal,Domestic
Perth and Kinross,2017,0,Manufactured Fuels,Industrial
Angus,2017,102.206,Electricity,Commercial
Dumfries and Galloway,2017,1.523,Coal,Public Sector
Perth and Kinross,2017,0,Coal,Rail
Perth and Kinross,2017,20.709,Coal,All
Perth and Kinross,2017,4609.066,All,All
North Lanarkshire,2017,2875.032,All,Transport
East Ayrshire,2017,92.832,Bioenergy & Wastes,Commercial
Fife,2017,94.741,Petroleum Products,Domestic
Clackmannanshire,2017,411.662,All,Domestic
Clackmannanshire,2017,0,Bioenergy & Wastes,Industrial
Fife,2017,595.585,Electricity,Industrial
Angus,2017,0.252,Coal,Public Sector
Fife,2017,5782.911,Petroleum Products,Industrial
Fife,2017,4.973,Petroleum Products,Commercial
Clackmannanshire,2017,6.918,Bioenergy & Wastes,Road Transport
Clackmannanshire,2017,1.134,Coal,All
East Ayrshire,2017,89.663,Electricity,Commercial
Angus,2017,997.895,All,Transport
Fife,2017,39.151,Bioenergy & Wastes,Commercial
Clackmannanshire,2017,0,Bioenergy & Wastes,Commercial
West Dunbartonshire,2017,1.033,Petroleum Products,Public Sector
Perth and Kinross,2017,100.359,Petroleum Products,Industrial
Clackmannanshire,2017,257.418,Gas,Commercial
West Dunbartonshire,2017,649.853,All,Domestic
Fife,2017,1561.918,Electricity,All
Fife,2017,195.77,Bioenergy & Wastes,All
Clackmannanshire,2017,1123.549,Gas,All
Fife,2017,0.257,Coal,Commercial
Fife,2017,795.868,Gas,Industrial
Clackmannanshire,2017,1074.811,All,Industrial & Commercial
Fife,2017,91.824,Petroleum Products,Agriculture
North Lanarkshire,2017,103.501,Bioenergy & Wastes,All
East Ayrshire,2017,4.352,Coal,Domestic
Fife,2017,2313.53,Gas,Domestic
East Ayrshire,2017,23.197,Bioenergy & Wastes,Road Transport
East Ayrshire,2017,435.248,Electricity,All
East Ayrshire,2017,0.35,Petroleum Products,Public Sector
Clackmannanshire,2017,263.863,All,Transport
Clackmannanshire,2017,558.584,Gas,Industrial
Fife,2017,3088.903,All,Domestic
Clackmannanshire,2017,9.05,Petroleum Products,Domestic
Fife,2017,61.6,Bioenergy & Wastes,Road Transport
Fife,2017,939.74,Electricity,Industrial & Commercial
Fife,2017,56.495,Bioenergy & Wastes,Industrial
West Lothian,2017,3.19,Manufactured Fuels,Industrial
West Lothian,2017,542.516,Electricity,Industrial & Commercial
East Lothian,2017,0.168,Coal,Commercial
West Lothian,2017,52.809,Bioenergy & Wastes,All
Angus,2017,5.908,Bioenergy & Wastes,Commercial
Angus,2017,8.526,Bioenergy & Wastes,Industrial
East Lothian,2017,3.171,Coal,Domestic
Perth and Kinross,2017,1044.719,Gas,All
Perth and Kinross,2017,107.533,Gas,Commercial
Perth and Kinross,2017,0.461,Petroleum Products,Public Sector
East Lothian,2017,820.378,All,Domestic
North Lanarkshire,2017,616.942,Gas,Industrial
West Lothian,2017,0.081,Coal,Public Sector
Perth and Kinross,2017,8.352,Manufactured Fuels,All
Perth and Kinross,2017,23.216,Bioenergy & Wastes,Domestic
West Lothian,2017,3.783,Coal,All
West Lothian,2017,130.848,Petroleum Products,Industrial
Perth and Kinross,2017,2.766,Petroleum Products,Commercial
West Lothian,2017,0,Coal,Rail
Perth and Kinross,2017,2292.927,All,Transport
Perth and Kinross,2017,2704.176,Petroleum Products,All
Perth and Kinross,2017,168.147,Petroleum Products,Agriculture
Perth and Kinross,2017,195.226,Petroleum Products,Domestic
Perth and Kinross,2017,2167.981,Petroleum Products,Road Transport
Angus,2017,16.172,Bioenergy & Wastes,Domestic
Perth and Kinross,2017,1285.623,All,Domestic
East Lothian,2017,189.845,Electricity,Domestic
West Lothian,2018,3.082,Manufactured Fuels,Industrial
Orkney Islands,2018,0,Gas,Commercial
East Renfrewshire,2018,68.546,Gas,Industrial
West Dunbartonshire,2018,1609.772,All,All
East Renfrewshire,2018,0.44,Petroleum Products,Commercial
Moray,2018,0.894,Coal,Rail
City of Edinburgh,2018,15.925,Coal,Industrial
East Ayrshire,2018,0.354,Petroleum Products,Public Sector
Orkney Islands,2018,0,Gas,All
City of Edinburgh,2018,3.182,Coal,Domestic
East Ayrshire,2018,315.246,Bioenergy & Wastes,All
Orkney Islands,2018,0,Gas,Domestic
East Renfrewshire,2018,0,Coal,Agriculture
West Lothian,2018,524.667,Electricity,Industrial & Commercial
East Renfrewshire,2018,0,Bioenergy & Wastes,Industrial
Perth and Kinross,2018,0.467,Petroleum Products,Public Sector
East Renfrewshire,2018,630.94,Petroleum Products,All
City of Edinburgh,2018,157.114,Bioenergy & Wastes,All
City of Edinburgh,2018,0.147,Coal,Commercial
Angus,2018,71.366,Bioenergy & Wastes,All
Moray,2018,3417.376,All,All
East Renfrewshire,2018,9.594,Petroleum Products,Domestic
Fife,2018,3035.593,All,Domestic
Stirling,2018,1216.297,Gas,All
Shetland Islands,2018,0.947,Coal,Public Sector
Midlothian,2018,0.745,Coal,Public Sector
Stirling,2018,287.489,Electricity,Industrial & Commercial
Midlothian,2018,685.477,All,Domestic
Perth and Kinross,2018,1033.115,Gas,All
East Renfrewshire,2018,13.622,Petroleum Products,Industrial
Orkney Islands,2018,515.895,All,All
East Ayrshire,2018,102.935,Electricity,Commercial
East Renfrewshire,2018,823.244,All,Domestic
Stirling,2018,1095.951,All,Transport
Renfrewshire,2018,278.396,Electricity,Domestic
East Ayrshire,2018,424.158,Electricity,All
West Lothian,2018,29.767,Petroleum Products,Agriculture
East Ayrshire,2018,1046.113,All,Industrial & Commercial
East Renfrewshire,2018,43.407,Electricity,Industrial
City of Edinburgh,2018,3645.987,All,Domestic
Moray,2018,619.262,Petroleum Products,Road Transport
City of Edinburgh,2018,4.118,Manufactured Fuels,Domestic
City of Edinburgh,2018,0.095,Manufactured Fuels,Industrial
City of Edinburgh,2018,832.808,Electricity,Industrial
City of Edinburgh,2018,1460.594,Electricity,Industrial & Commercial
City of Edinburgh,2018,627.787,Electricity,Commercial
North Ayrshire,2018,608.221,Petroleum Products,Road Transport
Moray,2018,0,Manufactured Fuels,Industrial
East Renfrewshire,2018,76.128,Electricity,Industrial & Commercial
South Ayrshire,2018,997.889,All,Industrial & Commercial
City of Edinburgh,2018,27.574,Bioenergy & Wastes,Industrial
Midlothian,2018,119.745,Electricity,Industrial
Shetland Islands,2018,0,Petroleum Products,Rail
Moray,2018,6.365,Manufactured Fuels,All
North Lanarkshire,2018,7821.641,All,All
South Ayrshire,2018,4.627,Manufactured Fuels,Domestic
Angus,2018,5.631,Manufactured Fuels,Domestic
Orkney Islands,2018,169.794,All,Domestic
Moray,2018,6.365,Manufactured Fuels,Domestic
West Lothian,2018,4.254,Manufactured Fuels,Domestic
Angus,2018,0.02,Coal,Rail
Midlothian,2018,90.266,Electricity,Commercial
South Ayrshire,2018,1.123,Manufactured Fuels,Industrial
North Lanarkshire,2018,0.924,Bioenergy & Wastes,Industrial
East Ayrshire,2018,0.145,Coal,Commercial
Midlothian,2018,502.478,Gas,Domestic
City of Edinburgh,2018,5.695,Petroleum Products,Commercial
Angus,2018,0.274,Coal,Public Sector
Inverclyde,2018,98.278,Electricity,Industrial
West Dunbartonshire,2018,0.02,Coal,Public Sector
Angus,2018,910.931,Petroleum Products,Road Transport
Moray,2018,799.541,All,Domestic
Stirling,2018,426.351,Gas,Industrial
Angus,2018,0,Coal,Agriculture
East Renfrewshire,2018,46.504,Gas,Commercial
East Renfrewshire,2018,21.749,Bioenergy & Wastes,Road Transport
West Dunbartonshire,2018,0,Coal,Agriculture
East Renfrewshire,2018,221.082,All,Industrial & Commercial
City of Edinburgh,2018,3651.727,All,Industrial & Commercial
Fife,2018,911.896,Electricity,Industrial & Commercial
City of Edinburgh,2018,97.875,Bioenergy & Wastes,Road Transport
City of Edinburgh,2018,12.237,Bioenergy & Wastes,Domestic
East Renfrewshire,2018,0.829,Coal,All
West Lothian,2018,1388.19,All,Domestic
West Lothian,2018,135.64,Petroleum Products,Industrial
Na h-Eileanan Siar,2018,14.465,Bioenergy & Wastes,Industrial
Moray,2018,650.987,All,Transport
Shetland Islands,2018,50.412,Electricity,Industrial
Orkney Islands,2018,125.788,Petroleum Products,Agriculture
North Lanarkshire,2018,110.253,Bioenergy & Wastes,Road Transport
West Lothian,2018,0,Coal,Rail
East Ayrshire,2018,184.672,Electricity,Domestic
North Lanarkshire,2018,0.651,Bioenergy & Wastes,Commercial
Stirling,2018,289.253,Gas,Commercial
Perth and Kinross,2018,8.61,Manufactured Fuels,All
East Ayrshire,2018,32.749,Bioenergy & Wastes,Road Transport
East Ayrshire,2018,50.082,Coal,Industrial
